id,Classic,Deal,Flex,Saver
73971,0.624759978,0.042627957,0.270699195,0.061912869
73972,0.286634176,0.045578026,0.009300911,0.658486887
73973,0.081147952,0.045855769,0.830320541,0.042675738
73974,0.041437552,0.640595797,0.003926937,0.314039714
73975,0.023409904,0.05006411,0.880217308,0.046308678
73976,0.735712585,0.061533403,0.049455435,0.153298577
73977,0.599730582,0.061964821,0.232138488,0.106166109
73978,0.122458263,0.067882914,0.738006652,0.071652172
73979,0.03254083,0.291415079,0.005756608,0.670287483
73980,0.640639811,0.076390258,0.174497854,0.108472078
73981,0.906090001,0.039998737,0.01400531,0.039905952
73982,0.735786288,0.043462831,0.135096438,0.085654443
73983,0.015868437,0.048862379,0.890033764,0.04523542
73984,0.045049504,0.049006778,0.849444525,0.056499193
73985,0.452417014,0.072135511,0.0042988,0.471148675
73986,0.157247949,0.028680446,0.771386848,0.042684757
73987,0.018192578,0.81657742,0.002748077,0.162481925
73988,0.015216696,0.038482192,0.899064691,0.047236421
73989,0.024313104,0.527083568,0.004334702,0.444268626
73990,0.8951104,0.043587074,0.038642921,0.022659605
73991,0.014319807,0.886073031,0.002513696,0.097093466
73992,0.041038917,0.024659172,0.007607507,0.926694404
73993,0.026205848,0.820349668,0.003593424,0.149851061
73994,0.11274205,0.055331931,0.01009399,0.82183203
73995,0.039879913,0.081820403,0.007822984,0.8704767
73996,0.047378665,0.449178539,0.004932241,0.498510554
73997,0.8975637,0.016127053,0.036516607,0.04979264
73998,0.035414886,0.091034645,0.004815201,0.868735269
73999,0.016219029,0.137916564,0.003815353,0.842049054
74000,0.068760019,0.050828754,0.007385269,0.873025958
74001,0.395396403,0.162753398,0.023903469,0.417946731
74002,0.465410807,0.042562115,0.43343314,0.058593938
74003,0.034386278,0.131316211,0.004248313,0.830049198
74004,0.192611407,0.047711978,0.711497941,0.048178674
74005,0.892056565,0.029479592,0.055340558,0.023123285
74006,0.052994064,0.016938611,0.006799831,0.923267494
74007,0.041214081,0.045534997,0.00570343,0.907547492
74008,0.017630502,0.649284771,0.003484029,0.329600697
74009,0.895041318,0.034640459,0.019392795,0.050925428
74010,0.015104362,0.864465394,0.002682912,0.117747332
74011,0.036618711,0.115189146,0.006823033,0.841369111
74012,0.014372758,0.901187991,0.002250194,0.082189058
74013,0.036970381,0.043752371,0.00724432,0.912032928
74014,0.018710517,0.838913106,0.002728558,0.139647819
74015,0.025233933,0.82623559,0.003493535,0.145036943
74016,0.020641035,0.311199036,0.004529265,0.663630664
74017,0.012093525,0.894396704,0.002048196,0.091461574
74018,0.320644404,0.281066315,0.014674137,0.383615145
74019,0.787945406,0.036744919,0.093134682,0.082174994
74020,0.015534088,0.83758635,0.002652771,0.144226791
74021,0.030318719,0.064938508,0.827780328,0.076962445
74022,0.016376075,0.846619578,0.002541258,0.134463089
74023,0.019743591,0.769984024,0.003438573,0.206833812
74024,0.027454629,0.799759773,0.00372603,0.169059568
74025,0.854721037,0.02758059,0.048967516,0.068730857
74026,0.023594713,0.827877158,0.003284956,0.145243173
74027,0.315209742,0.18185441,0.014762254,0.488173595
74028,0.020909052,0.727433126,0.003274203,0.248383619
74029,0.024373377,0.811018319,0.003412113,0.161196191
74030,0.018322313,0.778373113,0.002892887,0.200411687
74031,0.8153103,0.016050828,0.124581626,0.044057245
74032,0.015892404,0.86686631,0.002278126,0.114963161
74033,0.553823139,0.017867287,0.352310949,0.075998625
74034,0.046679484,0.095787059,0.004881396,0.852652061
74035,0.467156812,0.046140129,0.420970605,0.065732454
74036,0.735786288,0.043462831,0.135096438,0.085654443
74037,0.290686051,0.059010951,0.011273047,0.639029951
74038,0.569873609,0.052242408,0.016947968,0.360936015
74039,0.020490444,0.706386801,0.003348848,0.269773906
74040,0.046564795,0.054161809,0.007980279,0.891293118
74041,0.12074799,0.055312915,0.748163683,0.075775413
74042,0.031712804,0.324645001,0.005958866,0.63768333
74043,0.84247842,0.015596295,0.079013551,0.062911733
74044,0.021501818,0.619834802,0.003614676,0.355048705
74045,0.835920698,0.021255017,0.075559906,0.067264379
74046,0.085520189,0.348101682,0.008454261,0.557923868
74047,0.020196437,0.828854672,0.003000209,0.147948682
74048,0.829764956,0.019904062,0.097078758,0.053252224
74049,0.846865682,0.019232746,0.03020913,0.103692441
74050,0.470192009,0.061629291,0.00408474,0.464093959
74051,0.294641328,0.079442542,0.012677966,0.613238164
74052,0.042146412,0.673616559,0.003814661,0.280422368
74053,0.214460172,0.11170287,0.009367757,0.664469201
74054,0.034637023,0.066031398,0.811926812,0.087404767
74055,0.246087401,0.067604457,0.011439099,0.674869043
74056,0.018710517,0.838913106,0.002728558,0.139647819
74057,0.021523907,0.764406252,0.003242478,0.210827363
74058,0.028307262,0.422627172,0.004931867,0.5441337
74059,0.6231684,0.01687738,0.02142101,0.33853321
74060,0.70403788,0.008033557,0.182608059,0.105320503
74061,0.161253052,0.040447328,0.759635938,0.038663682
74062,0.021139049,0.067371232,0.860021416,0.051468304
74063,0.166984097,0.055344648,0.010373935,0.76729732
74064,0.043692359,0.062223551,0.845342476,0.048741613
74065,0.505501528,0.034703,0.401596006,0.058199466
74066,0.090846557,0.109740991,0.006222602,0.793189851
74067,0.016972985,0.830144422,0.002624164,0.150258429
74068,0.552580602,0.041265727,0.020557362,0.385596308
74069,0.568911303,0.039510521,0.022074014,0.369504161
74070,0.820545837,0.023487352,0.093664335,0.062302476
74071,0.018941386,0.762365398,0.002976472,0.215716744
74072,0.034637023,0.066031398,0.811926812,0.087404767
74073,0.034637023,0.066031398,0.811926812,0.087404767
74074,0.014791166,0.762863473,0.002819467,0.219525893
74075,0.013131754,0.857459562,0.002778856,0.126629829
74076,0.09706901,0.044266756,0.783497264,0.075166969
74077,0.816768922,0.023225657,0.101798786,0.058206635
74078,0.879816095,0.022220952,0.04028076,0.057682193
74079,0.01700237,0.812038852,0.00278326,0.168175518
74080,0.094438852,0.048020544,0.79604337,0.061497234
74081,0.067777677,0.04794105,0.825091767,0.059189506
74082,0.027063964,0.752086662,0.003031312,0.217818062
74083,0.568911303,0.039510521,0.022074014,0.369504161
74084,0.903628257,0.013981461,0.03310649,0.049283792
74085,0.104985251,0.053871242,0.770364727,0.070778779
74086,0.025597923,0.050229734,0.877544393,0.04662795
74087,0.863915684,0.02264553,0.051057618,0.062381168
74088,0.03263817,0.06297664,0.835813698,0.068571492
74089,0.549133695,0.042175259,0.357820086,0.05087096
74090,0.024313104,0.527083568,0.004334702,0.444268626
74091,0.893576512,0.034699754,0.05368807,0.018035663
74092,0.019310654,0.769799651,0.002893526,0.207996169
74093,0.018710517,0.838913106,0.002728558,0.139647819
74094,0.018710517,0.838913106,0.002728558,0.139647819
74095,0.022595583,0.82697436,0.003206539,0.147223518
74096,0.498554217,0.032995554,0.402381727,0.066068501
74097,0.018178647,0.702754663,0.00343295,0.275633741
74098,0.613666678,0.098163924,0.05873931,0.229430089
74099,0.259957952,0.049947061,0.643373877,0.04672111
74100,0.787945406,0.036744919,0.093134682,0.082174994
74101,0.046061554,0.093526229,0.007450143,0.852962074
74102,0.719650852,0.041850545,0.085290382,0.153208221
74103,0.013773117,0.038250705,0.896331264,0.051644914
74104,0.719650852,0.041850545,0.085290382,0.153208221
74105,0.013773117,0.038250705,0.896331264,0.051644914
74106,0.068854238,0.081284444,0.716586967,0.133274351
74107,0.900619343,0.025528161,0.017777431,0.056075065
74108,0.887492243,0.029075039,0.035958752,0.047473966
74109,0.015480424,0.847585822,0.003362991,0.133570763
74110,0.382120927,0.031686701,0.551982517,0.034209855
74111,0.898580376,0.054646886,0.01209364,0.034679098
74112,0.013111935,0.864272447,0.002276345,0.120339273
74113,0.026752404,0.01984625,0.005068726,0.94833262
74114,0.017291176,0.749370573,0.003924829,0.229413422
74115,0.018640091,0.812319853,0.002847753,0.166192303
74116,0.013469154,0.884097068,0.002226498,0.10020728
74117,0.041354682,0.218381498,0.006561739,0.733702082
74118,0.875420379,0.017862803,0.077866465,0.028850353
74119,0.02222915,0.680127957,0.003737277,0.293905616
74120,0.903628257,0.013981461,0.03310649,0.049283792
74121,0.60655449,0.026301751,0.294480569,0.072663191
74122,0.031627111,0.636274494,0.003542036,0.328556359
74123,0.021323261,0.665315097,0.003527283,0.309834359
74124,0.030135414,0.225073812,0.006093394,0.738697379
74125,0.021237473,0.764216236,0.003258504,0.211287787
74126,0.013992942,0.800070116,0.002968048,0.182968895
74127,0.825057111,0.010335858,0.027110433,0.137496598
74128,0.023110773,0.826490143,0.003279485,0.147119599
74129,0.020261696,0.610484833,0.003605916,0.365647555
74130,0.022249477,0.675166643,0.003652493,0.298931387
74131,0.019755125,0.652513481,0.003676014,0.32405538
74132,0.028185449,0.085956419,0.004409182,0.88144895
74133,0.036533838,0.442909881,0.004938126,0.515618154
74134,0.02437332,0.071591644,0.860160041,0.043874996
74135,0.718822547,0.021284707,0.026748527,0.233144219
74136,0.023409904,0.05006411,0.880217308,0.046308678
74137,0.018623206,0.856480643,0.002743917,0.122152234
74138,0.04559404,0.107345708,0.785509588,0.061550664
74139,0.020993795,0.756691893,0.003215498,0.219098813
74140,0.01396631,0.881853127,0.002486044,0.101694519
74141,0.015651062,0.858648816,0.002419693,0.123280429
74142,0.185294197,0.039434314,0.700598457,0.074673032
74143,0.04488368,0.104925488,0.007488444,0.842702388
74144,0.017381563,0.810597104,0.002725565,0.169295768
74145,0.014741945,0.758620265,0.002814361,0.22382343
74146,0.015339275,0.842982778,0.002429392,0.139248555
74147,0.838237419,0.034536306,0.052158839,0.075067436
74148,0.816768922,0.023225657,0.101798786,0.058206635
74149,0.8153103,0.016050828,0.124581626,0.044057245
74150,0.011959031,0.034512492,0.904778214,0.048750263
74151,0.059281448,0.651955887,0.004448209,0.284314456
74152,0.027001098,0.516076751,0.004509633,0.452412518
74153,0.04236823,0.050240272,0.00785329,0.899538208
74154,0.221213587,0.023742603,0.011033606,0.744010204
74155,0.041151038,0.016561117,0.918160176,0.024127669
74156,0.898580376,0.054646886,0.01209364,0.034679098
74157,0.021758936,0.831734186,0.017277979,0.129228899
74158,0.015912009,0.825307355,0.002606139,0.156174497
74159,0.013789453,0.898545779,0.002327495,0.085337272
74160,0.024550796,0.461895333,0.004611922,0.50894195
74161,0.048924073,0.053851123,0.854578039,0.042646765
74162,0.849853235,0.013372825,0.077583614,0.059190326
74163,0.042604956,0.229623527,0.006530343,0.721241175
74164,0.02961291,0.133562974,0.004135728,0.832688387
74165,0.807986063,0.018115419,0.128840037,0.045058481
74166,0.013773117,0.038250705,0.896331264,0.051644914
74167,0.820342866,0.025686712,0.091934571,0.062035851
74168,0.046076626,0.081552899,0.806069045,0.06630143
74169,0.024313104,0.527083568,0.004334702,0.444268626
74170,0.052770036,0.176012261,0.006098334,0.765119369
74171,0.018027167,0.84796375,0.002704455,0.131304628
74172,0.013969583,0.88209816,0.002909411,0.101022846
74173,0.242932909,0.025881557,0.696311176,0.034874359
74174,0.023316405,0.535436246,0.004508504,0.436738846
74175,0.360785697,0.059516365,0.549455304,0.030242634
74176,0.012210307,0.88150123,0.002158954,0.104129508
74177,0.03414813,0.254564547,0.006173295,0.705114028
74178,0.040773087,0.034312776,0.007946048,0.91696809
74179,0.757626058,0.026550209,0.156269473,0.059554261
74180,0.041224382,0.066788908,0.004657603,0.887329107
74181,0.889975426,0.021150451,0.039213555,0.049660568
74182,0.025711738,0.508548701,0.004439613,0.461299948
74183,0.063505316,0.065296223,0.811503687,0.059694774
74184,0.030999628,0.712665757,0.00315598,0.253178635
74185,0.030030914,0.498279035,0.004726609,0.466963441
74186,0.502610351,0.03489191,0.018701609,0.44379613
74187,0.371986207,0.059676979,0.014706647,0.553630166
74188,0.03758579,0.070177533,0.823358403,0.068878274
74189,0.038797889,0.052441799,0.007369769,0.901390543
74190,0.017113307,0.811172174,0.0026838,0.169030719
74191,0.019036544,0.792693418,0.00291494,0.185355098
74192,0.705789468,0.056973285,0.20134217,0.035895077
74193,0.455989588,0.140562325,0.357268687,0.046179399
74194,0.010652794,0.894730898,0.002388918,0.092227389
74195,0.014228503,0.893017731,0.002505803,0.090247963
74196,0.877349876,0.019619438,0.041563893,0.061466793
74197,0.038633251,0.544838011,0.004341846,0.412186893
74198,0.8153103,0.016050828,0.124581626,0.044057245
74199,0.021139049,0.067371232,0.860021416,0.051468304
74200,0.585651052,0.021946375,0.022350384,0.37005219
74201,0.016872191,0.821398894,0.002637866,0.159091049
74202,0.802774276,0.030618853,0.094207552,0.072399319
74203,0.641411276,0.025404623,0.026440288,0.306743813
74204,0.268070453,0.076188848,0.013756442,0.641984257
74205,0.610777061,0.042088634,0.023550411,0.323583894
74206,0.041711609,0.032881179,0.007728455,0.917678757
74207,0.054918088,0.200820323,0.006802978,0.737458611
74208,0.360785697,0.059516365,0.549455304,0.030242634
74209,0.862621673,0.028526379,0.04550304,0.063348907
74210,0.018710517,0.838913106,0.002728558,0.139647819
74211,0.12074799,0.055312915,0.748163683,0.075775413
74212,0.026856782,0.805881316,0.003660917,0.163600985
74213,0.047378665,0.449178539,0.004932241,0.498510554
74214,0.8153103,0.016050828,0.124581626,0.044057245
74215,0.022728173,0.120768414,0.004086359,0.852417055
74216,0.718822547,0.021284707,0.026748527,0.233144219
74217,0.360253729,0.043452705,0.525901234,0.070392331
74218,0.529843647,0.048148279,0.00407754,0.417930533
74219,0.869529482,0.022476625,0.051062261,0.056931631
74220,0.034637023,0.066031398,0.811926812,0.087404767
74221,0.042953348,0.292721363,0.00535861,0.65896668
74222,0.068854238,0.081284444,0.716586967,0.133274351
74223,0.035999319,0.449130643,0.0044558,0.510414239
74224,0.063505316,0.065296223,0.811503687,0.059694774
74225,0.071118716,0.081989547,0.772357803,0.074533933
74226,0.017564858,0.761424444,0.00332195,0.217688748
74227,0.79680842,0.028838736,0.119986635,0.054366208
74228,0.018849145,0.790571677,0.002937615,0.187641563
74229,0.016148278,0.83814706,0.002546589,0.143158073
74230,0.025886142,0.041272788,0.866498296,0.066342774
74231,0.03254083,0.291415079,0.005756608,0.670287483
74232,0.03254083,0.291415079,0.005756608,0.670287483
74233,0.502610351,0.03489191,0.018701609,0.44379613
74234,0.807986063,0.018115419,0.128840037,0.045058481
74235,0.01494157,0.042662882,0.90061053,0.041785018
74236,0.370424593,0.030498177,0.590173084,0.008904145
74237,0.802277398,0.043490606,0.041780559,0.112451438
74238,0.07657222,0.096887864,0.006938975,0.819600941
74239,0.781201295,0.034349997,0.057422517,0.127026191
74240,0.683120504,0.027526899,0.25580693,0.033545666
74241,0.017505767,0.836235301,0.002637329,0.143621603
74242,0.016181851,0.843735355,0.00240098,0.137681813
74243,0.017184836,0.813965775,0.002922101,0.165927288
74244,0.027580105,0.810346654,0.005007982,0.157065258
74245,0.014395465,0.774536079,0.002951174,0.208117282
74246,0.03414813,0.254564547,0.006173295,0.705114028
74247,0.030135414,0.225073812,0.006093394,0.738697379
74248,0.073802662,0.035861926,0.010289421,0.880045991
74249,0.015868437,0.048862379,0.890033764,0.04523542
74250,0.869529482,0.022476625,0.051062261,0.056931631
74251,0.021139049,0.067371232,0.860021416,0.051468304
74252,0.017617483,0.790254003,0.002829096,0.189299418
74253,0.641981486,0.037762808,0.267928719,0.052326987
74254,0.45923316,0.06653706,0.004844489,0.469385291
74255,0.016999835,0.863630122,0.003032263,0.11633778
74256,0.807986063,0.018115419,0.128840037,0.045058481
74257,0.041976385,0.079323403,0.803254191,0.07544602
74258,0.185527519,0.126677057,0.010400775,0.677394649
74259,0.351186863,0.050623906,0.558186541,0.040002689
74260,0.687487867,0.127587994,0.144453004,0.040471135
74261,0.89219436,0.026079797,0.032689667,0.049036176
74262,0.028854195,0.80352742,0.004237417,0.163380968
74263,0.031813389,0.241769127,0.005891449,0.720526035
74264,0.022449411,0.620085536,0.003906623,0.353558431
74265,0.073802662,0.035861926,0.010289421,0.880045991
74266,0.194983228,0.041092707,0.009594218,0.754329847
74267,0.085762356,0.167219846,0.009715367,0.73730243
74268,0.016916735,0.849006387,0.002397987,0.131678891
74269,0.837644655,0.01580991,0.025288569,0.121256867
74270,0.882272649,0.01944275,0.035890778,0.062393822
74271,0.01560522,0.853416393,0.002416764,0.128561622
74272,0.907082563,0.014825438,0.03485,0.043241999
74273,0.371986207,0.059676979,0.014706647,0.553630166
74274,0.822073657,0.022003539,0.087423713,0.068499091
74275,0.027597819,0.743394599,0.003080165,0.225927417
74276,0.022178105,0.160736171,0.003546703,0.813539022
74277,0.286634176,0.045578026,0.009300911,0.658486887
74278,0.81830543,0.036847818,0.054197209,0.090649543
74279,0.032577986,0.385777856,0.00560268,0.576041478
74280,0.03263817,0.06297664,0.835813698,0.068571492
74281,0.126330495,0.103177408,0.005890244,0.764601853
74282,0.020905583,0.638721159,0.003625411,0.336747848
74283,0.041214081,0.045534997,0.00570343,0.907547492
74284,0.743275254,0.006606258,0.025186906,0.224931581
74285,0.15677395,0.051967566,0.01216041,0.779098074
74286,0.369022338,0.05050697,0.530466768,0.050003924
74287,0.268046387,0.036372008,0.643372445,0.05220916
74288,0.022070784,0.056162462,0.864902054,0.056864701
74289,0.145635228,0.062798899,0.007789766,0.783776107
74290,0.014701776,0.886507631,0.002546139,0.096244455
74291,0.816768922,0.023225657,0.101798786,0.058206635
74292,0.921024783,0.00956984,0.045991855,0.023413522
74293,0.01822991,0.776909634,0.002886458,0.201973998
74294,0.756379131,0.016374609,0.026380359,0.200865901
74295,0.016149238,0.879604215,0.002515702,0.101730845
74296,0.015198776,0.909135446,0.00237806,0.073287718
74297,0.021067805,0.721404268,0.003710966,0.253816961
74298,0.02713121,0.147359855,0.004788738,0.820720198
74299,0.040261121,0.040693795,0.867741197,0.051303887
74300,0.820545837,0.023487352,0.093664335,0.062302476
74301,0.020377987,0.774122204,0.003079819,0.20241999
74302,0.015527831,0.901614659,0.002626117,0.080231394
74303,0.019619997,0.810396157,0.002926941,0.167056905
74304,0.714170473,0.046160069,0.030073353,0.209596105
74305,0.011582022,0.852019403,0.002393263,0.134005312
74306,0.087060281,0.035006204,0.007660051,0.870273464
74307,0.023208553,0.811784862,0.003307872,0.161698714
74308,0.016022042,0.879334169,0.00247086,0.10217293
74309,0.894747984,0.033241035,0.053121014,0.018889966
74310,0.028954946,0.039399145,0.005423182,0.926222727
74311,0.855709911,0.031787279,0.061625519,0.050877292
74312,0.020340124,0.852454047,0.002912218,0.124293611
74313,0.102957279,0.055465381,0.784178871,0.057398468
74314,0.84188288,0.016248682,0.080578762,0.061289676
74315,0.018394113,0.057807549,0.876357606,0.047440732
74316,0.914959766,0.008773247,0.03094404,0.045322947
74317,0.028063992,0.151943236,0.004570931,0.815421841
74318,0.294641328,0.079442542,0.012677966,0.613238164
74319,0.012173398,0.705682247,0.002713911,0.279430444
74320,0.058977204,0.067403961,0.798273503,0.075345333
74321,0.014041989,0.887854476,0.00236507,0.095738465
74322,0.826849189,0.008209614,0.027860153,0.137081043
74323,0.013131754,0.857459562,0.002778856,0.126629829
74324,0.020294053,0.839164976,0.002583575,0.137957397
74325,0.046564795,0.054161809,0.007980279,0.891293118
74326,0.02711667,0.447813239,0.004726723,0.520343368
74327,0.243278337,0.051806781,0.649656469,0.055258413
74328,0.181109452,0.322582449,0.010432127,0.485875972
74329,0.759692112,0.046060218,0.027288496,0.166959173
74330,0.8975637,0.016127053,0.036516607,0.04979264
74331,0.896392075,0.011573806,0.044103474,0.047930644
74332,0.015008463,0.857531949,0.002407249,0.125052339
74333,0.036426233,0.255181212,0.006083963,0.702308592
74334,0.780156303,0.024067648,0.125711219,0.070064829
74335,0.036118868,0.252862892,0.005155417,0.705862823
74336,0.139775213,0.061590839,0.009510754,0.789123194
74337,0.777165144,0.033473236,0.155941208,0.033420412
74338,0.417771646,0.174771745,0.021384764,0.386071846
74339,0.020094261,0.833237887,0.002945053,0.143722799
74340,0.022388124,0.831917693,0.003191012,0.142503172
74341,0.101021716,0.063784536,0.777394469,0.057799279
74342,0.198540142,0.125285048,0.016379796,0.659795014
74343,0.019713787,0.042294007,0.869821802,0.068170404
74344,0.112956874,0.059264456,0.007213365,0.820565304
74345,0.839518144,0.019260762,0.083853803,0.057367291
74346,0.807986063,0.018115419,0.128840037,0.045058481
74347,0.412016509,0.050696201,0.018178467,0.519108823
