,id,Classic,Deal,Flex,Saver
227,74058,0.2,0.4,0.0,0.4
228,74059,0.4,0.0,0.0,0.6
229,74060,0.8,0.0,0.0,0.2
230,74061,0.4,0.0,0.6,0.0
231,74062,0.0,0.0,1.0,0.0
232,74063,0.0,0.0,0.0,1.0
233,74064,0.4,0.0,0.6,0.0
234,74065,1.0,0.0,0.0,0.0
235,74066,0.4,0.0,0.0,0.6
236,74067,0.0,1.0,0.0,0.0
237,74068,0.4,0.0,0.2,0.4
238,74069,0.2,0.0,0.0,0.8
239,74070,1.0,0.0,0.0,0.0
240,74071,0.0,1.0,0.0,0.0
241,74072,0.0,0.0,1.0,0.0
242,74073,0.0,0.0,1.0,0.0
243,74074,0.0,1.0,0.0,0.0
244,74075,0.0,1.0,0.0,0.0
245,74076,1.0,0.0,0.0,0.0
246,74077,1.0,0.0,0.0,0.0
247,74078,1.0,0.0,0.0,0.0
248,74079,0.0,1.0,0.0,0.0
249,74080,0.0,0.0,1.0,0.0
250,74081,0.0,0.2,0.8,0.0
251,74082,0.0,0.8,0.0,0.2
252,74083,0.4,0.2,0.0,0.4
253,74084,1.0,0.0,0.0,0.0
254,74085,0.0,0.0,1.0,0.0
255,74086,0.0,0.0,1.0,0.0
256,74087,1.0,0.0,0.0,0.0
257,74088,0.0,0.0,1.0,0.0
258,74089,1.0,0.0,0.0,0.0
259,74090,0.0,1.0,0.0,0.0
260,74091,0.6,0.0,0.0,0.4
261,74092,0.0,1.0,0.0,0.0
262,74093,0.0,0.6,0.0,0.4
263,74094,0.0,0.6,0.0,0.4
264,74095,0.0,1.0,0.0,0.0
265,74096,1.0,0.0,0.0,0.0
266,74097,0.0,1.0,0.0,0.0
267,74098,0.0,0.6,0.0,0.4
268,74099,0.8,0.0,0.2,0.0
269,74100,1.0,0.0,0.0,0.0
270,74101,0.0,1.0,0.0,0.0
271,74102,1.0,0.0,0.0,0.0
272,74103,0.0,0.0,1.0,0.0
273,74104,1.0,0.0,0.0,0.0
274,74105,0.0,0.0,1.0,0.0
275,74106,0.2,0.0,0.6,0.2
276,74107,1.0,0.0,0.0,0.0
277,74108,0.0,0.0,0.0,1.0
278,74109,0.0,1.0,0.0,0.0
279,74110,1.0,0.0,0.0,0.0
280,74111,1.0,0.0,0.0,0.0
281,74112,0.0,1.0,0.0,0.0
282,74113,0.0,0.0,0.0,1.0
283,74114,0.0,1.0,0.0,0.0
284,74115,0.0,0.6,0.0,0.4
285,74116,0.0,1.0,0.0,0.0
286,74117,0.0,0.0,0.0,1.0
287,74118,0.8,0.0,0.0,0.2
288,74119,0.0,0.8,0.0,0.2
289,74120,1.0,0.0,0.0,0.0
290,74121,1.0,0.0,0.0,0.0
291,74122,0.0,0.6,0.0,0.4
292,74123,0.0,1.0,0.0,0.0
293,74124,0.0,0.2,0.0,0.8
294,74125,0.0,1.0,0.0,0.0
295,74126,0.0,0.8,0.0,0.2
296,74127,0.4,0.0,0.0,0.6
297,74128,0.0,1.0,0.0,0.0
298,74129,0.0,0.8,0.0,0.2
299,74130,0.0,0.8,0.0,0.2
300,74131,0.0,1.0,0.0,0.0
301,74132,0.0,0.0,0.0,1.0
302,74133,0.0,0.8,0.0,0.2
303,74134,0.2,0.0,0.8,0.0
304,74135,1.0,0.0,0.0,0.0
305,74136,0.6,0.0,0.4,0.0
306,74137,0.0,1.0,0.0,0.0
307,74138,0.0,0.2,0.8,0.0
308,74139,0.0,0.8,0.0,0.2
309,74140,0.0,1.0,0.0,0.0
310,74141,0.0,0.8,0.0,0.2
311,74142,0.0,0.0,1.0,0.0
312,74143,0.0,0.8,0.0,0.2
313,74144,0.0,1.0,0.0,0.0
314,74145,0.0,0.8,0.0,0.2
315,74146,0.0,0.8,0.0,0.2
316,74147,0.8,0.0,0.0,0.2
317,74148,1.0,0.0,0.0,0.0
318,74149,0.8,0.0,0.2,0.0
319,74150,0.0,0.0,1.0,0.0
320,74151,0.0,0.6,0.0,0.4
321,74152,0.0,0.8,0.0,0.2
322,74153,0.0,0.0,0.0,1.0
323,74154,1.0,0.0,0.0,0.0
324,74155,0.4,0.0,0.6,0.0
325,74156,1.0,0.0,0.0,0.0
326,74157,0.0,1.0,0.0,0.0
327,74158,0.0,1.0,0.0,0.0
328,74159,0.0,1.0,0.0,0.0
329,74160,0.0,1.0,0.0,0.0
330,74161,0.2,0.0,0.8,0.0
331,74162,1.0,0.0,0.0,0.0
332,74163,0.0,1.0,0.0,0.0
333,74164,0.2,0.0,0.0,0.8
334,74165,1.0,0.0,0.0,0.0
335,74166,0.0,0.0,1.0,0.0
336,74167,0.8,0.0,0.0,0.2
337,74168,0.8,0.0,0.2,0.0
338,74169,0.0,1.0,0.0,0.0
339,74170,0.0,0.4,0.0,0.6
340,74171,0.0,1.0,0.0,0.0
341,74172,0.0,0.8,0.0,0.2
342,74173,1.0,0.0,0.0,0.0
343,74174,0.0,0.4,0.0,0.6
344,74175,0.6,0.0,0.4,0.0
345,74176,0.0,1.0,0.0,0.0
346,74177,0.0,1.0,0.0,0.0
347,74178,0.0,0.0,0.0,1.0
348,74179,1.0,0.0,0.0,0.0
349,74180,0.2,0.0,0.0,0.8
350,74181,1.0,0.0,0.0,0.0
351,74182,0.0,0.8,0.0,0.2
352,74183,0.0,0.0,1.0,0.0
353,74184,0.2,0.8,0.0,0.0
354,74185,0.0,0.6,0.0,0.4
355,74186,0.2,0.0,0.0,0.8
356,74187,0.0,0.0,0.0,1.0
357,74188,0.0,0.0,1.0,0.0
358,74189,0.0,0.6,0.0,0.4
359,74190,0.0,1.0,0.0,0.0
360,74191,0.0,0.8,0.0,0.2
361,74192,0.8,0.0,0.2,0.0
362,74193,0.2,0.0,0.8,0.0
363,74194,0.0,1.0,0.0,0.0
364,74195,0.0,1.0,0.0,0.0
365,74196,1.0,0.0,0.0,0.0
366,74197,0.0,1.0,0.0,0.0
367,74198,1.0,0.0,0.0,0.0
368,74199,0.0,0.0,1.0,0.0
369,74200,0.4,0.0,0.0,0.6
370,74201,0.0,1.0,0.0,0.0
371,74202,0.8,0.0,0.0,0.2
372,74203,0.0,0.0,0.0,1.0
373,74204,0.0,0.0,0.0,1.0
374,74205,0.4,0.0,0.0,0.6
375,74206,0.0,0.8,0.0,0.2
376,74207,0.0,0.0,0.0,1.0
377,74208,0.6,0.0,0.4,0.0
378,74209,1.0,0.0,0.0,0.0
379,74210,0.0,0.6,0.0,0.4
380,74211,0.0,0.0,1.0,0.0
381,74212,0.0,1.0,0.0,0.0
382,74213,0.0,0.6,0.0,0.4
383,74214,1.0,0.0,0.0,0.0
384,74215,0.2,0.0,0.0,0.8
385,74216,0.6,0.0,0.0,0.4
386,74217,0.8,0.0,0.0,0.2
387,74218,0.8,0.0,0.0,0.2
388,74219,1.0,0.0,0.0,0.0
389,74220,0.0,0.0,1.0,0.0
390,74221,0.0,0.6,0.0,0.4
391,74222,0.2,0.0,0.6,0.2
392,74223,0.0,0.4,0.0,0.6
393,74224,0.0,0.0,1.0,0.0
394,74225,1.0,0.0,0.0,0.0
395,74226,0.0,1.0,0.0,0.0
396,74227,1.0,0.0,0.0,0.0
397,74228,0.0,1.0,0.0,0.0
398,74229,0.0,0.6,0.0,0.4
399,74230,0.2,0.0,0.8,0.0
400,74231,0.2,0.4,0.0,0.4
401,74232,0.2,0.4,0.0,0.4
402,74233,0.2,0.0,0.0,0.8
403,74234,1.0,0.0,0.0,0.0
404,74235,0.0,0.0,1.0,0.0
405,74236,1.0,0.0,0.0,0.0
406,74237,0.8,0.0,0.0,0.2
407,74238,0.0,0.0,0.0,1.0
408,74239,1.0,0.0,0.0,0.0
409,74240,1.0,0.0,0.0,0.0
410,74241,0.0,1.0,0.0,0.0
411,74242,0.0,1.0,0.0,0.0
412,74243,0.0,0.6,0.0,0.4
413,74244,0.0,0.8,0.2,0.0
414,74245,0.0,1.0,0.0,0.0
415,74246,0.0,1.0,0.0,0.0
416,74247,0.0,0.2,0.0,0.8
417,74248,0.2,0.0,0.0,0.8
418,74249,0.4,0.0,0.6,0.0
419,74250,1.0,0.0,0.0,0.0
420,74251,0.0,0.0,1.0,0.0
421,74252,0.0,1.0,0.0,0.0
422,74253,1.0,0.0,0.0,0.0
423,74254,1.0,0.0,0.0,0.0
424,74255,0.0,1.0,0.0,0.0
425,74256,1.0,0.0,0.0,0.0
426,74257,0.0,0.0,1.0,0.0
427,74258,0.0,1.0,0.0,0.0
428,74259,0.0,0.0,1.0,0.0
429,74260,0.2,0.4,0.4,0.0
430,74261,1.0,0.0,0.0,0.0
431,74262,0.0,0.8,0.2,0.0
432,74263,0.0,0.8,0.0,0.2
433,74264,0.0,1.0,0.0,0.0
434,74265,0.0,0.0,0.0,1.0
435,74266,0.0,0.0,0.0,1.0
436,74267,0.0,0.0,0.0,1.0
437,74268,0.0,1.0,0.0,0.0
438,74269,1.0,0.0,0.0,0.0
439,74270,1.0,0.0,0.0,0.0
440,74271,0.0,1.0,0.0,0.0
441,74272,1.0,0.0,0.0,0.0
442,74273,0.0,0.0,0.0,1.0
443,74274,0.2,0.0,0.4,0.4
444,74275,0.0,0.8,0.0,0.2
445,74276,0.0,0.0,0.0,1.0
446,74277,0.4,0.0,0.0,0.6
447,74278,1.0,0.0,0.0,0.0
448,74279,0.0,0.6,0.0,0.4
449,74280,0.0,0.0,1.0,0.0
450,74281,0.0,0.0,0.0,1.0
451,74282,0.0,0.6,0.0,0.4
452,74283,0.0,0.0,0.0,1.0
453,74284,0.8,0.0,0.0,0.2
454,74285,0.8,0.0,0.0,0.2
455,74286,0.2,0.2,0.6,0.0
456,74287,0.4,0.0,0.6,0.0
457,74288,0.0,0.0,1.0,0.0
458,74289,0.0,0.4,0.0,0.6
459,74290,0.0,1.0,0.0,0.0
460,74291,1.0,0.0,0.0,0.0
461,74292,0.2,0.0,0.0,0.8
462,74293,0.0,0.2,0.0,0.8
463,74294,0.8,0.0,0.0,0.2
464,74295,0.0,1.0,0.0,0.0
465,74296,0.0,1.0,0.0,0.0
466,74297,0.0,1.0,0.0,0.0
467,74298,0.0,0.2,0.0,0.8
468,74299,0.0,0.0,1.0,0.0
469,74300,1.0,0.0,0.0,0.0
470,74301,0.0,0.8,0.0,0.2
471,74302,0.0,1.0,0.0,0.0
472,74303,0.0,1.0,0.0,0.0
473,74304,0.6,0.0,0.0,0.4
474,74305,0.0,1.0,0.0,0.0
475,74306,0.0,0.0,0.0,1.0
476,74307,0.0,0.8,0.0,0.2
477,74308,0.0,1.0,0.0,0.0
478,74309,0.8,0.0,0.0,0.2
479,74310,0.0,0.0,0.0,1.0
480,74311,0.8,0.0,0.2,0.0
481,74312,0.0,1.0,0.0,0.0
482,74313,0.2,0.0,0.8,0.0
483,74314,1.0,0.0,0.0,0.0
484,74315,0.0,0.0,1.0,0.0
485,74316,1.0,0.0,0.0,0.0
486,74317,0.0,0.2,0.0,0.8
487,74318,0.0,0.0,0.2,0.8
488,74319,0.0,0.8,0.0,0.2
489,74320,0.2,0.2,0.6,0.0
490,74321,0.0,1.0,0.0,0.0
491,74322,0.2,0.4,0.2,0.2
492,74323,0.0,0.6,0.0,0.4
493,74324,0.0,1.0,0.0,0.0
494,74325,0.2,0.6,0.0,0.2
495,74326,0.0,0.6,0.0,0.4
496,74327,0.8,0.0,0.2,0.0
497,74328,0.0,0.6,0.0,0.4
498,74329,0.6,0.0,0.0,0.4
499,74330,1.0,0.0,0.0,0.0
500,74331,0.0,0.0,0.0,1.0
501,74332,0.0,1.0,0.0,0.0
502,74333,0.0,1.0,0.0,0.0
503,74334,1.0,0.0,0.0,0.0
504,74335,0.0,0.4,0.0,0.6
505,74336,0.4,0.6,0.0,0.0
506,74337,1.0,0.0,0.0,0.0
507,74338,0.0,0.6,0.2,0.2
508,74339,0.0,1.0,0.0,0.0
509,74340,0.0,1.0,0.0,0.0
510,74341,0.6,0.0,0.4,0.0
511,74342,0.2,0.0,0.6,0.2
512,74343,0.0,0.0,1.0,0.0
513,74344,0.0,0.0,0.0,1.0
514,74345,1.0,0.0,0.0,0.0
515,74346,1.0,0.0,0.0,0.0
516,74347,1.0,0.0,0.0,0.0
517,74348,0.2,0.0,0.8,0.0
518,74349,0.0,0.0,1.0,0.0
519,74350,0.0,1.0,0.0,0.0
520,74351,0.0,1.0,0.0,0.0
521,74352,1.0,0.0,0.0,0.0
522,74353,0.0,0.4,0.0,0.6
523,74354,0.0,0.2,0.0,0.8
524,74355,1.0,0.0,0.0,0.0
525,74356,0.0,0.8,0.0,0.2
526,74357,0.0,0.6,0.0,0.4
527,74358,0.2,0.0,0.0,0.8
528,74359,1.0,0.0,0.0,0.0
529,74360,0.0,1.0,0.0,0.0
530,74361,0.0,1.0,0.0,0.0
531,74362,0.4,0.0,0.6,0.0
532,74363,0.2,0.0,0.0,0.8
533,74364,0.0,0.0,0.0,1.0
534,74365,1.0,0.0,0.0,0.0
535,74366,0.0,0.8,0.0,0.2
536,74367,0.2,0.0,0.0,0.8
537,74368,0.2,0.0,0.4,0.4
538,74369,1.0,0.0,0.0,0.0
539,74370,1.0,0.0,0.0,0.0
540,74371,0.0,0.2,0.8,0.0
541,74372,0.0,0.0,1.0,0.0
542,74373,0.0,0.0,1.0,0.0
543,74374,0.0,0.6,0.0,0.4
544,74375,0.0,0.6,0.0,0.4
545,74376,0.0,0.6,0.0,0.4
546,74377,1.0,0.0,0.0,0.0
547,74378,0.6,0.0,0.0,0.4
548,74379,0.0,0.8,0.0,0.2
549,74380,0.0,0.6,0.0,0.4
550,74381,1.0,0.0,0.0,0.0
551,74382,0.0,1.0,0.0,0.0
552,74383,0.8,0.0,0.0,0.2
553,74384,1.0,0.0,0.0,0.0
554,74385,0.0,0.6,0.0,0.4
555,74386,0.0,0.0,1.0,0.0
556,74387,0.0,1.0,0.0,0.0
557,74388,0.0,0.0,1.0,0.0
558,74389,0.2,0.0,0.0,0.8
559,74390,0.2,0.0,0.8,0.0
560,74391,0.0,1.0,0.0,0.0
561,74392,0.0,0.0,1.0,0.0
562,74393,0.0,1.0,0.0,0.0
563,74394,0.0,0.6,0.0,0.4
564,74395,0.8,0.0,0.2,0.0
565,74396,0.0,1.0,0.0,0.0
566,74397,1.0,0.0,0.0,0.0
567,74398,1.0,0.0,0.0,0.0
568,74399,0.0,1.0,0.0,0.0
569,74400,0.0,1.0,0.0,0.0
570,74401,0.4,0.0,0.6,0.0
571,74402,0.0,0.0,0.0,1.0
572,74403,0.8,0.0,0.0,0.2
573,74404,0.0,0.8,0.0,0.2
574,74405,0.0,1.0,0.0,0.0
575,74406,0.0,0.6,0.0,0.4
576,74407,1.0,0.0,0.0,0.0
577,74408,0.0,0.0,0.0,1.0
578,74409,0.0,0.2,0.8,0.0
579,74410,0.0,0.0,0.8,0.2
580,74411,0.0,0.8,0.0,0.2
581,74412,0.0,0.2,0.0,0.8
582,74413,0.6,0.0,0.4,0.0
583,74414,0.2,0.2,0.6,0.0
584,74415,0.0,1.0,0.0,0.0
585,74416,0.0,0.0,0.0,1.0
586,74417,1.0,0.0,0.0,0.0
587,74418,1.0,0.0,0.0,0.0
588,74419,0.0,0.6,0.0,0.4
589,74420,0.6,0.0,0.0,0.4
590,74421,0.0,0.4,0.0,0.6
591,74422,0.0,0.8,0.0,0.2
592,74423,0.2,0.8,0.0,0.0
593,74424,0.0,1.0,0.0,0.0
594,74425,0.0,1.0,0.0,0.0
595,74426,1.0,0.0,0.0,0.0
596,74427,0.8,0.0,0.0,0.2
597,74428,1.0,0.0,0.0,0.0
598,74429,0.0,1.0,0.0,0.0
599,74430,0.0,0.2,0.0,0.8
600,74431,0.0,0.0,1.0,0.0
601,74432,0.0,1.0,0.0,0.0
602,74433,1.0,0.0,0.0,0.0
603,74434,0.0,0.0,1.0,0.0
604,74435,0.0,1.0,0.0,0.0
605,74436,1.0,0.0,0.0,0.0
606,74437,0.0,0.2,0.0,0.8
607,74438,0.0,1.0,0.0,0.0
608,74439,1.0,0.0,0.0,0.0
609,74440,0.0,0.6,0.0,0.4
610,74441,0.2,0.0,0.8,0.0
611,74442,0.0,0.6,0.0,0.4
612,74443,0.0,0.0,1.0,0.0
613,74444,0.8,0.0,0.2,0.0
614,74445,0.0,0.0,1.0,0.0
615,74446,0.0,0.0,0.0,1.0
616,74447,0.0,1.0,0.0,0.0
617,74448,0.0,0.6,0.0,0.4
618,74449,1.0,0.0,0.0,0.0
619,74450,0.0,0.6,0.0,0.4
620,74451,0.0,0.6,0.0,0.4
621,74452,0.0,1.0,0.0,0.0
622,74453,0.2,0.2,0.0,0.6
623,74454,0.0,0.4,0.0,0.6
624,74455,0.2,0.6,0.0,0.2
625,74456,0.6,0.0,0.4,0.0
626,74457,0.6,0.0,0.0,0.4
627,74458,0.6,0.0,0.0,0.4
628,74459,0.0,0.0,1.0,0.0
629,74460,0.0,0.0,1.0,0.0
630,74461,0.0,1.0,0.0,0.0
631,74462,0.0,0.0,1.0,0.0
632,74463,1.0,0.0,0.0,0.0
633,74464,0.6,0.0,0.4,0.0
634,74465,0.8,0.0,0.0,0.2
635,74466,0.0,0.2,0.0,0.8
636,74467,1.0,0.0,0.0,0.0
637,74468,0.0,0.0,0.0,1.0
638,74469,0.0,0.2,0.8,0.0
639,74470,0.8,0.0,0.2,0.0
640,74471,0.6,0.0,0.4,0.0
641,74472,0.2,0.0,0.6,0.2
642,74473,0.6,0.0,0.4,0.0
643,74474,0.0,0.4,0.0,0.6
644,74475,0.0,1.0,0.0,0.0
645,74476,0.4,0.0,0.6,0.0
646,74477,1.0,0.0,0.0,0.0
647,74478,0.0,0.4,0.0,0.6
648,74479,0.4,0.0,0.6,0.0
649,74480,1.0,0.0,0.0,0.0
650,74481,0.0,0.4,0.0,0.6
651,74482,1.0,0.0,0.0,0.0
652,74483,0.0,0.2,0.0,0.8
653,74484,0.4,0.0,0.0,0.6
654,74485,1.0,0.0,0.0,0.0
655,74486,0.6,0.0,0.4,0.0
656,74487,0.0,0.0,1.0,0.0
657,74488,1.0,0.0,0.0,0.0
658,74489,0.4,0.0,0.6,0.0
659,74490,0.6,0.0,0.0,0.4
660,74491,0.0,0.4,0.0,0.6
661,74492,0.0,0.0,1.0,0.0
662,74493,0.0,0.2,0.0,0.8
663,74494,1.0,0.0,0.0,0.0
